order_id,order_date,order_type,customer_id,channel,category,sub_category,sku_id,product,city,region,payment_mode,quantity,unit_price,discount_pct,net_sales,gst_amount,cogs,gross_profit
ORD202300044,2023-04-15,Sale,CUST01024,Online,Footwear,Sports Shoes,SKU1066,Premium Sports Shoes,Bengaluru,South,COD,1,3949,0.129999995231628,3435.6298828125,412.279998779297,2232,1203.63000488281
ORD202300044,2023-04-15,Sale,CUST01024,Online,Menswear,Mens Kurtas,SKU1017,Premium Mens Kurtas,Bengaluru,South,COD,1,999,0.109999999403954,889.109985351563,44.4599990844727,421,468.109985351563
ORD202300044,2023-04-15,Sale,CUST01024,Online,Womenswear,Sarees,SKU1027,Essential Sarees,Bengaluru,South,COD,1,5699,0.0799999982118607,5243.080078125,629.169982910156,3417,1826.07995605469
ORD202300045,2023-10-01,Sale,CUST00423,Store,Accessories,Caps & Scarves,SKU1089,Everyday Caps & Scarves,Mysuru,South,UPI,1,299,0,299,14.9499998092651,99,200
ORD202300046,2023-05-23,Sale,CUST00646,Store,Menswear,T-Shirts,SKU1006,Urban T-Shirts,Delhi,North,UPI,2,899,0.129999995231628,1564.26000976563,78.2099990844727,882,682.260009765625
ORD202300047,2023-08-01,Sale,CUST00739,Online,Footwear,Sandals & Flats,SKU1061,Everyday Sandals & Flats,Bhubaneswar,East,Credit Card,1,1749,0.100000001490116,1574.09997558594,188.889999389648,1026,548.099975585938
ORD202300048,2023-07-06,Sale,CUST02030,Store,Accessories,Belts & Wallets,SKU1071,Urban Belts & Wallets,Bengaluru,South,Net Banking,3,449,0.560000002384186,592.679992675781,29.6299991607666,573,19.6800003051758
ORD202300048,2023-07-06,Sale,CUST02030,Store,Footwear,Casual Shoes,SKU1058,Everyday Casual Shoes,Bengaluru,South,Net Banking,1,1649,0.400000005960464,989.400024414063,49.4700012207031,1013,-23.6000003814697
ORD202300048,2023-07-06,Sale,CUST02030,Store,Menswear,Shirts,SKU1003,Festive Shirts,Bengaluru,South,Net Banking,3,1399,0.349999994039536,2728.05004882813,136.399993896484,2091,637.049987792969
ORD202300049,2023-01-26,Sale,CUST00193,Store,Accessories,Watches,SKU1083,Urban Watches,Chennai,South,UPI,1,4999,0.46000000834465,2699.4599609375,485.899993896484,2901,-201.539993286133
ORD202300050,2023-03-06,Sale,CUST02458,Store,Footwear,Casual Shoes,SKU1058,Everyday Casual Shoes,Hyderabad,South,Credit Card,1,1649,0.0399999991059303,1583.0400390625,189.960006713867,1013,570.039978027344
ORD202300050,2023-03-06,Sale,CUST02458,Store,Kidswear,Kids Tops,SKU1042,Classic Kids Tops,Hyderabad,South,Credit Card,1,599,0,599,29.9500007629395,255,344
ORD202300051,2023-09-15,Sale,CUST00500,Store,Kidswear,Kids Ethnic,SKU1054,Essential Kids Ethnic,Bengaluru,South,Credit Card,1,849,0,849,42.4500007629395,455,394
ORD202300052,2023-05-31,Sale,CUST00685,Online,Footwear,Casual Shoes,SKU1056,Premium Casual Shoes,Ahmedabad,West,Debit Card,1,2299,0.159999996423721,1931.16003417969,231.740005493164,1252,679.159973144531
ORD202300052,2023-05-31,Sale,CUST00685,Online,Womenswear,Sarees,SKU1027,Essential Sarees,Ahmedabad,West,Debit Card,1,5699,0.0399999991059303,5471.0400390625,656.52001953125,3417,2054.0400390625
ORD202300053,2023-07-29,Sale,CUST02080,Store,Womenswear,Sarees,SKU1026,Festive Sarees,Coimbatore,South,COD,1,4949,0.230000004172325,3810.72998046875,457.290008544922,2888,922.72998046875
ORD202300054,2023-08-11,Sale,CUST01379,Store,Kidswear,Kids Bottoms,SKU1049,Premium Kids Bottoms,Jaipur,North,UPI,1,699,0,699,34.9500007629395,380,319
ORD202300054,2023-08-11,Sale,CUST01379,Store,Womenswear,Sarees,SKU1027,Essential Sarees,Jaipur,North,UPI,1,5699,0.180000007152557,4673.18017578125,560.780029296875,3417,1256.18005371094
ORD202300055,2023-06-06,Sale,CUST00847,Online,Menswear,Shirts,SKU1005,Heritage Shirts,Hyderabad,South,Net Banking,1,1949,0.239999994635582,1481.23999023438,177.75,989,492.239990234375
ORD202300056,2023-06-02,Sale,CUST00544,Store,Kidswear,Kids Bottoms,SKU1048,Urban Kids Bottoms,Kolkata,East,Debit Card,1,399,0,399,19.9500007629395,197,202
ORD202300056,2023-06-02,Sale,CUST00544,Store,Kidswear,Kids Tops,SKU1042,Classic Kids Tops,Kolkata,East,Debit Card,1,599,0.0900000035762787,545.090026855469,27.25,255,290.089996337891
ORD202300056,2023-06-02,Sale,CUST00544,Store,Womenswear,Kurtis,SKU1024,Premium Kurtis,Kolkata,East,Debit Card,2,1249,0,2498,299.760009765625,1118,1380
ORD202300056,2023-06-02,Sale,CUST00544,Store,Womenswear,Kurtis,SKU1024,Premium Kurtis,Kolkata,East,Debit Card,2,1249,0.0500000007450581,2373.10009765625,284.769989013672,1118,1255.09997558594
ORD202300057,2023-09-22,Sale,CUST02008,Online,Menswear,Mens Kurtas,SKU1017,Premium Mens Kurtas,Mumbai,West,Credit Card,1,999,0,999,49.9500007629395,421,578
ORD202300058,2023-05-21,Sale,CUST01722,Online,Menswear,Shirts,SKU1001,Signature Shirts,Kochi,South,Credit Card,1,2149,0,2149,257.880004882813,1180,969
ORD202300059,2023-08-11,Sale,CUST01042,Store,Kidswear,Kids Ethnic,SKU1054,Essential Kids Ethnic,Hyderabad,South,Credit Card,1,849,0.189999997615814,687.690002441406,34.3800010681152,455,232.690002441406
ORD202300060,2023-03-20,Sale,CUST00273,Store,Accessories,Watches,SKU1083,Urban Watches,Pune,West,Credit Card,1,4999,0,4999,899.820007324219,2901,2098
ORD202300061,2023-08-08,Sale,CUST01407,Store,Womenswear,Leggings & Bottoms,SKU1036,Premium Leggings & Bottoms,Kochi,South,Credit Card,1,749,0.129999995231628,651.630004882813,32.5800018310547,320,331.630004882813
ORD202300062,2023-09-02,Sale,CUST01365,Online,Footwear,Sports Shoes,SKU1066,Premium Sports Shoes,Chennai,South,Debit Card,2,3949,0.100000001490116,7108.2001953125,852.97998046875,4464,2644.19995117188
ORD202300062,2023-09-02,Sale,CUST01365,Online,Womenswear,Dresses & Tops,SKU1033,Essential Dresses & Tops,Chennai,South,Debit Card,1,1299,0.150000005960464,1104.15002441406,132.5,599,505.149993896484
ORD202300063,2023-12-17,Sale,CUST00347,Online,Footwear,Casual Shoes,SKU1059,Classic Casual Shoes,Hyderabad,South,UPI,2,1599,0.370000004768372,2014.73999023438,241.770004272461,1796,218.740005493164
ORD202300064,2023-04-25,Sale,CUST02483,Store,Accessories,Handbags,SKU1078,Essential Handbags,Chennai,South,UPI,1,649,0.0599999986588955,610.059997558594,30.5,339,271.059997558594
ORD202300065,2023-05-01,Sale,CUST01883,Store,Accessories,Watches,SKU1083,Urban Watches,Jaipur,North,UPI,2,4999,0,9998,1799.64001464844,5802,4196
ORD202300065,2023-05-01,Sale,CUST01883,Store,Menswear,Jeans & Trousers,SKU1012,Urban Jeans & Trousers,Jaipur,North,UPI,1,1299,0.170000001788139,1078.17004394531,129.380004882813,698,380.170013427734
ORD202300065,2023-05-01,Sale,CUST01883,Store,Menswear,Jeans & Trousers,SKU1015,Heritage Jeans & Trousers,Jaipur,North,UPI,1,2549,0.0700000002980232,2370.57006835938,284.470001220703,1319,1051.56994628906
ORD202300065,2023-05-01,Sale,CUST01883,Store,Menswear,Jeans & Trousers,SKU1015,Heritage Jeans & Trousers,Jaipur,North,UPI,1,2549,0.219999998807907,1988.21997070313,238.589996337891,1319,669.219970703125
ORD202300066,2023-12-02,Sale,CUST01033,Online,Womenswear,Sarees,SKU1026,Festive Sarees,Bengaluru,South,Debit Card,1,4949,0.219999998807907,3860.21997070313,463.230010986328,2888,972.219970703125
ORD202300067,2023-10-20,Sale,CUST02044,Store,Menswear,Jeans & Trousers,SKU1014,Signature Jeans & Trousers,Hyderabad,South,Credit Card,2,1949,0.219999998807907,3040.43994140625,364.850006103516,2260,780.440002441406
ORD202300067,2023-10-20,Sale,CUST02044,Store,Menswear,Mens Kurtas,SKU1016,Urban Mens Kurtas,Hyderabad,South,Credit Card,4,1899,0,7596,911.52001953125,3328,4268
ORD202300067,2023-10-20,Sale,CUST02044,Store,Menswear,Shirts,SKU1001,Signature Shirts,Hyderabad,South,Credit Card,1,2149,0.239999994635582,1633.23999023438,195.990005493164,1180,453.239990234375
ORD202300067,2023-10-20,Sale,CUST02044,Store,Womenswear,Sarees,SKU1026,Festive Sarees,Hyderabad,South,Credit Card,1,4949,0.239999994635582,3761.23999023438,451.350006103516,2888,873.239990234375
ORD202300068,2023-01-09,Sale,CUST01617,Store,Accessories,Belts & Wallets,SKU1074,Heritage Belts & Wallets,Bhubaneswar,East,UPI,1,1149,0.349999994039536,746.849975585938,37.3400001525879,530,216.850006103516
ORD202300069,2023-01-28,Sale,CUST01466,Store,Menswear,Shirts,SKU1003,Festive Shirts,Ahmedabad,West,UPI,3,1399,0.430000007152557,2392.2900390625,119.610000610352,2091,301.290008544922
ORD202300069,2023-01-28,Sale,CUST01466,Store,Womenswear,Sarees,SKU1026,Festive Sarees,Ahmedabad,West,UPI,2,4949,0.409999996423721,5839.81982421875,700.780029296875,5776,63.8199996948242
ORD202300070,2023-08-12,Sale,CUST02137,Store,Accessories,Belts & Wallets,SKU1074,Heritage Belts & Wallets,Chennai,South,UPI,2,1149,0.0599999986588955,2160.1201171875,259.209991455078,1060,1100.11999511719
ORD202300070,2023-08-12,Sale,CUST02137,Store,Accessories,Handbags,SKU1076,Classic Handbags,Chennai,South,UPI,1,2499,0.140000000596046,2149.13989257813,257.899993896484,1435,714.140014648438
ORD202300070,2023-08-12,Sale,CUST02137,Store,Menswear,Mens Kurtas,SKU1020,Heritage Mens Kurtas,Chennai,South,UPI,2,1449,0.170000001788139,2405.34008789063,288.640014648438,1432,973.340026855469
ORD202300071,2023-12-31,Sale,CUST00785,Online,Footwear,Sports Shoes,SKU1066,Premium Sports Shoes,Pune,West,UPI,1,3949,0.109999999403954,3514.61010742188,421.75,2232,1282.60998535156
ORD202300071,2023-12-31,Sale,CUST00785,Online,Womenswear,Sarees,SKU1026,Festive Sarees,Pune,West,UPI,1,4949,0.159999996423721,4157.16015625,498.859985351563,2888,1269.16003417969
ORD202300072,2023-01-25,Sale,CUST01555,Online,Footwear,Sandals & Flats,SKU1062,Classic Sandals & Flats,Pune,West,UPI,1,1999,0.409999996423721,1179.41003417969,141.529998779297,1084,95.4100036621094
ORD202300073,2023-05-24,Sale,CUST02222,Online,Womenswear,Dresses & Tops,SKU1032,Heritage Dresses & Tops,Mumbai,West,Credit Card,1,1149,0.100000001490116,1034.09997558594,124.089996337891,611,423.100006103516
ORD202300074,2023-04-28,Sale,CUST01772,Online,Menswear,Shirts,SKU1001,Signature Shirts,Hyderabad,South,UPI,1,2149,0,2149,257.880004882813,1180,969
ORD202300074,2023-04-28,Sale,CUST01772,Online,Menswear,Shirts,SKU1005,Heritage Shirts,Hyderabad,South,UPI,1,1949,0.0799999982118607,1793.07995605469,215.169998168945,989,804.080017089844
ORD202300074,2023-04-28,Sale,CUST01772,Online,Womenswear,Sarees,SKU1026,Festive Sarees,Hyderabad,South,UPI,1,4949,0.119999997317791,4355.1201171875,522.609985351563,2888,1467.11999511719
ORD202300075,2023-07-20,Sale,CUST00547,Store,Kidswear,Kids Bottoms,SKU1050,Festive Kids Bottoms,Bengaluru,South,Cash,1,799,0.349999994039536,519.349975585938,25.9699993133545,393,126.349998474121
ORD202300075,2023-07-20,Sale,CUST00547,Store,Kidswear,Kids Bottoms,SKU1050,Festive Kids Bottoms,Bengaluru,South,Cash,1,799,0.5,399.5,19.9799995422363,393,6.5
ORD202300075,2023-07-20,Sale,CUST00547,Store,Kidswear,Kids Ethnic,SKU1053,Premium Kids Ethnic,Bengaluru,South,Cash,1,649,0.340000003576279,428.339996337891,21.4200000762939,349,79.3399963378906
ORD202300076,2023-09-13,Sale,CUST01535,Store,Accessories,Belts & Wallets,SKU1075,Classic Belts & Wallets,Mumbai,West,Credit Card,3,449,0,1347,67.3499984741211,495,852
ORD202300077,2023-04-13,Sale,CUST00509,Online,Accessories,Handbags,SKU1078,Essential Handbags,Mysuru,South,Cash,1,649,0.100000001490116,584.099975585938,29.2099990844727,339,245.100006103516
ORD202300078,2023-01-29,Sale,CUST00763,Online,Menswear,Mens Kurtas,SKU1017,Premium Mens Kurtas,Delhi,North,Debit Card,2,999,0.360000014305115,1278.71997070313,63.939998626709,842,436.720001220703
ORD202300079,2023-12-05,Sale,CUST00390,Store,Menswear,Jeans & Trousers,SKU1012,Urban Jeans & Trousers,Bengaluru,South,UPI,1,1299,0.200000002980232,1039.19995117188,124.699996948242,698,341.200012207031
ORD202300080,2023-10-18,Sale,CUST00011,Store,Footwear,Casual Shoes,SKU1058,Everyday Casual Shoes,Bengaluru,South,Cash,1,1649,0,1649,197.880004882813,1013,636
ORD202300080,2023-10-18,Sale,CUST00011,Store,Kidswear,Kids Ethnic,SKU1052,Signature Kids Ethnic,Bengaluru,South,Cash,1,699,0.230000004172325,538.22998046875,26.9099998474121,365,173.229995727539
ORD202300081,2023-12-02,Sale,CUST01406,Store,Kidswear,Kids Tops,SKU1044,Signature Kids Tops,Hyderabad,South,UPI,2,399,0,798,39.9000015258789,346,452
ORD202300081,2023-12-02,Sale,CUST01406,Store,Menswear,Jeans & Trousers,SKU1014,Signature Jeans & Trousers,Hyderabad,South,UPI,1,1949,0.0500000007450581,1851.55004882813,222.190002441406,1130,721.549987792969
ORD202300081,2023-12-02,Sale,CUST01406,Store,Menswear,Mens Kurtas,SKU1016,Urban Mens Kurtas,Hyderabad,South,UPI,1,1899,0,1899,227.880004882813,832,1067
ORD202300082,2023-01-22,Sale,CUST02281,Online,Menswear,T-Shirts,SKU1007,Essential T-Shirts,Jaipur,North,COD,1,649,0.5,324.5,16.2299995422363,335,-10.5
ORD202300083,2023-08-14,Sale,CUST01679,Store,Accessories,Watches,SKU1083,Urban Watches,Ahmedabad,West,UPI,2,4999,0.0799999982118607,9198.16015625,1655.67004394531,5802,3396.15991210938
ORD202300083,2023-08-14,Sale,CUST01679,Store,Menswear,Mens Kurtas,SKU1016,Urban Mens Kurtas,Ahmedabad,West,UPI,2,1899,0.0799999982118607,3494.15991210938,419.299987792969,1664,1830.16003417969
ORD202300084,2023-03-24,Sale,CUST01078,Store,Womenswear,Kurtis,SKU1022,Signature Kurtis,Mumbai,West,Credit Card,2,1449,0,2898,347.760009765625,1428,1470
ORD202300085,2023-09-24,Sale,CUST00554,Store,Accessories,Caps & Scarves,SKU1086,Essential Caps & Scarves,Ahmedabad,West,COD,1,1049,0.0700000002980232,975.570007324219,48.7799987792969,412,563.570007324219
ORD202300086,2023-07-27,Sale,CUST00831,Store,Accessories,Handbags,SKU1078,Essential Handbags,Mumbai,West,UPI,1,649,0.330000013113022,434.829986572266,21.7399997711182,339,95.8300018310547
ORD202300087,2023-01-07,Sale,CUST02049,Online,Womenswear,Sarees,SKU1027,Essential Sarees,Chennai,South,Net Banking,1,5699,0.379999995231628,3533.3798828125,424.010009765625,3417,116.379997253418
ORD202300088,2023-01-21,Sale,CUST01298,Store,Footwear,Sandals & Flats,SKU1062,Classic Sandals & Flats,Hyderabad,South,UPI,1,1999,0.419999986886978,1159.42004394531,139.130004882813,1084,75.4199981689453
